,Unnamed: 0,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,field_type,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,day_of_week,temperature,wind_speed,wind_direction,sky,total_runs,game_hours_dec,season,home_team_win,home_team_loss,home_team_outcome,Date,Opponent,Home_Barrels,Home_Barrel %,Home_Max EV,Home_Avg EV,Home_Launch Angle,Home_xBA,Home_xSLG,Home_xWOBA,Home_WOBA,Home_Hard Hit %,,Away_Barrels,Away_Barrel %,Away_Max EV,Away_Avg EV,Away_Launch Angle,Away_xBA,Away_xSLG,Away_xWOBA,Away_WOBA,Away_Hard Hit %
56061,1857,41555,Phillies,0,5,1,5/28/2016,on grass,Day Game,Cubs,0,8,4,1:21 p.m. Local,Wrigley Field,Saturday,75,18, out to Centerfield,Cloudy,5,2.3,regular season,1,0,Win,5/28/2016,Phillies,0,0,108.2,82.9,17.5,0.213,0.274,0.243,0.333,28.6,,2,7.7,107.3,82.1,13.1,0.224,0.436,0.321,0.396,26.9
56088,1858,33879,Marlins,2,7,2,5/28/2016,on grass,Day Game,Braves,1,6,7,4:10 p.m. Local,Turner Field,Saturday,85,9, from Right to Left,Sunny,9,3.25,regular season,1,0,Win,5/28/2016,Marlins,3,12.5,107.2,84.3,11.1,0.268,0.464,0.374,0.292,45.8,,2,8.3,109.3,81.4,8.1,0.207,0.364,0.295,0.283,25
56122,1859,23927,Padres,1,10,7,5/28/2016,on grass,Night Game,D-Backs,1,10,8,7:10 p.m. Local,Chase Field,Saturday,99,9, out to Centerfield,Sunny,15,3.35,regular season,1,0,Win,5/28/2016,Padres,2,7.7,107.2,85.9,18,0.321,0.512,0.403,0.387,46.2,,4,13.8,111.7,86.3,15.6,0.279,0.532,0.368,0.503,55.2
56144,1860,38176,Astros,0,9,4,5/28/2016,on grass,Night Game,Angels,0,3,2,7:09 p.m. Local,Angel Stadium of Anaheim,Saturday,68,10, out to Rightfield,Cloudy,6,2.766666667,regular season,0,1,Loss,5/28/2016,Astros,2,8.3,108.3,79.9,8.6,0.212,0.358,0.242,0.164,25,,1,3.4,107.5,82.9,15.8,0.314,0.456,0.379,0.377,31
56189,1861,30781,Cardinals,2,4,6,5/27/2016,on grass,Night Game,Nationals,0,8,2,7:06 p.m. Local,Nationals Park,Friday,86,11, out to Leftfield,Cloudy,8,2.533333333,regular season,0,1,Loss,5/27/2016,Cardinals,1,3.7,109.3,87.6,5.7,0.253,0.338,0.282,0.276,44.4,,2,6.1,112.8,87.2,22.3,0.268,0.439,0.303,0.325,33.3
56207,1862,46470,Red Sox,0,7,5,5/27/2016,on turf,Night Game,Blue Jays,1,11,7,7:07 p.m. Local,Rogers Centre,Friday,68,5, out to Centerfield,Unknown,12,2.883333333,regular season,1,0,Win,5/27/2016,Red Sox,2,9.1,108.4,87.2,15.4,0.238,0.493,0.358,0.439,59.1,,2,5.6,113.3,84.8,17.6,0.311,0.459,0.349,0.446,25
56254,1863,37645,Pirates,0,14,9,5/27/2016,on grass,Night Game,Rangers,1,10,1,7:08 p.m. Local,Globe Life Park in Arlington,Friday,80,12, in from Centerfield,Cloudy,10,3.066666667,regular season,0,1,Loss,5/27/2016,Pirates,2,6.1,110.9,83.9,11.6,0.232,0.361,0.266,0.289,39.4,,4,15.4,112.8,85,15.9,0.276,0.511,0.358,0.334,46.2
56285,1864,14697,Yankees,0,4,4,5/27/2016,on turf,Night Game,Rays,2,4,1,7:10 p.m. Local,Tropicana Field,Friday,72,0, in unknown direction,In Dome,5,2.6,regular season,0,1,Loss,5/27/2016,Yankees,2,8.7,107.1,84.9,14.7,0.238,0.378,0.278,0.174,47.8,,1,4.2,105.3,80.9,14.1,0.127,0.162,0.143,0.182,20.8
56306,1865,40921,Twins,0,10,7,5/27/2016,on grass,Night Game,Mariners,0,5,2,7:10 p.m. Local,Safeco Field,Friday,59,1, in unknown direction,In Dome,9,2.6,regular season,0,1,Loss,5/27/2016,Twins,1,4.8,102.6,86.2,9.6,0.178,0.284,0.199,0.206,28.6,,2,7.4,105.9,84.5,11.2,0.295,0.501,0.384,0.265,33.3
56326,1866,22498,Tigers,0,11,4,5/27/2016,on grass,Night Game,Athletics,0,5,1,7:07 p.m. Local,Oakland-Alameda County Coliseum,Friday,69,11, out to Rightfield,Cloudy,5,2.666666667,regular season,0,1,Loss,5/27/2016,Tigers,2,7.4,109.2,81.5,5.1,0.238,0.403,0.299,0.202,29.6,,2,7.7,107.1,81.5,13.7,0.298,0.483,0.364,0.33,19.2
56368,1867,43462,Dodgers,0,8,5,5/27/2016,on grass,Night Game,Mets,1,9,6,7:11 p.m. Local,Citi Field,Friday,77,9, out to Leftfield,Cloudy,11,3.05,regular season,1,0,Win,5/27/2016,Dodgers,3,14.3,104.9,87.1,21.8,0.189,0.431,0.303,0.4,33.3,,1,4.5,101.7,80.5,24.2,0.169,0.258,0.243,0.251,18.2
56389,1868,20441,Reds,0,6,5,5/27/2016,on grass,Night Game,Brewers,1,14,9,7:11 p.m. Local,Miller Park,Friday,74,10, in from Rightfield,Overcast,14,2.883333333,regular season,1,0,Win,5/27/2016,Reds,3,9.7,111.4,86.4,10.5,0.325,0.553,0.414,0.499,51.6,,0,0,113.7,83.9,8.2,0.226,0.274,0.249,0.225,29.6
56439,1869,28508,White Sox,0,8,5,5/27/2016,on grass,Night Game,Royals,0,13,7,7:14 p.m. Local,Kauffman Stadium,Friday,73,9, from Right to Left,Unknown,12,2.966666667,regular season,1,0,Win,5/27/2016,White Sox,1,3.4,112.6,83.7,9.1,0.284,0.42,0.314,0.378,37.9,,2,6.3,107.9,85.8,17.8,0.229,0.435,0.318,0.437,37.5
56468,1870,32901,Giants,0,7,2,5/27/2016,on grass,Night Game,Rockies,2,11,5,7:22 p.m. Local,Coors Field,Friday,56,9, in from Centerfield,Cloudy,7,2.7,regular season,1,0,Win,5/27/2016,Giants,2,6.5,112.5,84.1,12.6,0.293,0.426,0.342,0.377,35.5,,3,13,107.9,87.9,18.1,0.242,0.451,0.329,0.231,30.4
56485,1871,21054,Orioles,0,13,6,5/27/2016,on grass,Night Game,Indians,0,10,4,7:11 p.m. Local,Progressive Field,Friday,72,10, in from Rightfield,Cloudy,10,3.15,regular season,0,1,Loss,5/27/2016,Orioles,3,11.5,109.9,85.2,29.3,0.347,0.602,0.417,0.394,53.8,,3,12,111.5,86.3,20.8,0.261,0.527,0.369,0.374,36
56511,1872,38941,Phillies,1,10,2,5/27/2016,on grass,Day Game,Cubs,2,10,6,1:21 p.m. Local,Wrigley Field,Friday,76,8, out to Leftfield,Unknown,8,3.066666667,regular season,1,0,Win,5/27/2016,Phillies,3,12.5,109.3,87.6,18.9,0.277,0.538,0.365,0.418,45.8,,3,9.7,107.3,82.3,20.5,0.254,0.498,0.337,0.386,35.5
56538,1873,19325,Marlins,0,8,2,5/27/2016,on grass,Night Game,Braves,0,14,4,7:36 p.m. Local,Turner Field,Friday,82,10, from Right to Left,Cloudy,6,3.216666667,regular season,1,0,Win,5/27/2016,Marlins,1,3.2,108.5,82.5,18.9,0.265,0.386,0.336,0.404,22.6,,0,0,110.1,83.1,10.5,0.217,0.258,0.271,0.294,22.7
56572,1874,24935,Padres,1,18,10,5/27/2016,on grass,Night Game,D-Backs,0,6,3,6:40 p.m. Local,Chase Field,Friday,92,9, from Left to Right,Sunny,13,3.316666667,regular season,0,1,Loss,5/27/2016,Padres,2,8,111.6,89.8,14.6,0.245,0.466,0.324,0.249,44,,2,8,105.8,85.9,17.4,0.214,0.342,0.24,0.229,20
56594,1875,39047,Astros,0,8,2,5/27/2016,on grass,Night Game,Angels,0,9,7,7:09 p.m. Local,Angel Stadium of Anaheim,Friday,67,10, from Right to Left,Sunny,9,2.633333333,regular season,1,0,Win,5/27/2016,Astros,1,3.6,112.9,87.4,19.4,0.268,0.454,0.35,0.358,32.1,,3,12.5,108.5,84.5,19.6,0.199,0.4,0.263,0.277,33.3
56639,1886,33096,Mets,0,5,4,5/24/2016,on grass,Night Game,Nationals,0,11,7,7:06 p.m. Local,Nationals Park,Tuesday,83,8, from Left to Right,Cloudy,11,2.8,regular season,1,0,Win,5/24/2016,Mets,5,16.7,109.3,88.1,17.5,0.295,0.648,0.412,0.475,43.3,,2,6.7,102.6,81,10.3,0.211,0.319,0.227,0.212,26.7
56674,1887,26125,Angels,0,7,1,5/24/2016,on grass,Night Game,Rangers,0,7,4,7:08 p.m. Local,Globe Life Park in Arlington,Tuesday,84,17, from Right to Left,Unknown,5,2.783333333,regular season,1,0,Win,5/24/2016,Angels,1,4.5,109.7,84.4,13.4,0.238,0.353,0.297,0.305,45.5,,3,9.4,109.3,86.5,15.1,0.311,0.538,0.386,0.384,59.4
56690,1888,44588,Cubs,1,15,12,5/24/2016,on grass,Night Game,Cardinals,2,7,3,6:11 p.m. Local,Busch Stadium III,Tuesday,73,12, from Right to Left,Overcast,15,3.166666667,regular season,0,1,Loss,5/24/2016,Cubs,2,7.1,114.2,87.1,9.7,0.262,0.447,0.338,0.271,35.7,,0,0,104.1,83.7,16.8,0.253,0.328,0.27,0.277,30.8
56724,1889,41772,Padres,1,9,2,5/24/2016,on grass,Night Game,Giants,1,9,8,7:15 p.m. Local,AT&T Park,Tuesday,59,13, out to Centerfield,Overcast,10,2.85,regular season,1,0,Win,5/24/2016,Padres,1,3.3,109.3,83.4,11.4,0.271,0.459,0.364,0.397,33.3,,2,6.9,113,88.6,8.9,0.231,0.315,0.264,0.261,48.3
56756,1890,17471,Athletics,0,9,5,5/24/2016,on grass,Night Game,Mariners,0,11,6,7:10 p.m. Local,Safeco Field,Tuesday,63,1, in unknown direction,Unknown,11,3.2,regular season,1,0,Win,5/24/2016,Athletics,3,10.7,111.3,88.4,12.4,0.331,0.582,0.413,0.408,53.6,,0,0,107.5,87.7,16.9,0.274,0.353,0.29,0.22,42.9
56833,1892,35174,Blue Jays,0,2,0,5/24/2016,on grass,Night Game,Yankees,0,8,6,7:08 p.m. Local,Yankee Stadium III,Tuesday,69,3, from Left to Right,Overcast,6,2.666666667,regular season,1,0,Win,5/24/2016,Blue Jays,1,4.2,101.4,78.1,7,0.207,0.267,0.258,0.333,8.3,,3,17.6,108,83.9,22.3,0.186,0.338,0.263,0.26,41.2
56861,1893,23541,Royals,1,13,7,5/24/2016,on grass,Night Game,Twins,2,7,4,7:11 p.m. Local,Target Field,Tuesday,82,5, in from Leftfield,Cloudy,11,3.116666667,regular season,0,1,Loss,5/24/2016,Royals,0,0,106,81.3,9.7,0.219,0.256,0.285,0.283,17.4,,1,4.2,109.7,80.3,19,0.209,0.279,0.255,0.245,16.7
56877,1894,23709,Rays,2,9,4,5/24/2016,on grass,Day Game,Marlins,1,8,3,12:11 p.m. Local,Marlins Park,Tuesday,76,0, in unknown direction,In Dome,7,3.35,regular season,0,1,Loss,5/24/2016,Rays,1,3.8,108.6,84.8,14.8,0.222,0.323,0.269,0.281,42.3,,2,6.5,111.4,86.7,15.3,0.311,0.499,0.398,0.444,41.9
56903,1895,42278,Reds,3,3,2,5/24/2016,on grass,Night Game,Dodgers,0,11,8,7:10 p.m. Local,Dodger Stadium,Tuesday,63,6, out to Centerfield,Cloudy,10,3.133333333,regular season,1,0,Win,5/24/2016,Reds,3,10.7,104.7,81.1,19.7,0.31,0.484,0.401,0.363,28.6,,2,7.4,110.7,80.5,16.8,0.25,0.45,0.33,0.329,29.6
56925,1896,24783,Orioles,0,8,2,5/24/2016,on grass,Night Game,Astros,1,8,3,7:12 p.m. Local,Minute Maid Park,Tuesday,73,0, in unknown direction,In Dome,5,4.233333333,regular season,1,0,Win,5/24/2016,Orioles,1,3.1,110.9,87.1,17.9,0.256,0.377,0.3,0.245,46.9,,1,3.6,107.8,80.2,14.4,0.2,0.276,0.231,0.313,25
56980,1897,26531,Phillies,0,5,1,5/24/2016,on grass,Night Game,Tigers,0,7,3,7:10 p.m. Local,Comerica Park,Tuesday,83,3, in from Centerfield,Cloudy,4,2.633333333,regular season,1,0,Win,5/24/2016,Phillies,1,4.8,111,84.1,14.4,0.24,0.358,0.275,0.252,33.3,,0,0,105.7,83.5,12.8,0.258,0.319,0.345,0.288,35.7
57012,1898,21550,Indians,0,10,6,5/24/2016,on grass,Night Game,White Sox,0,6,2,7:10 p.m. Local,U.S. Cellular Field,Tuesday,72,17, from Right to Left,Sunny,8,2.85,regular season,0,1,Loss,5/24/2016,Indians,2,8,110.5,89.1,7.2,0.307,0.433,0.329,0.248,36,,0,0,105,83.1,11.1,0.163,0.196,0.24,0.159,40.9
57037,1899,36123,Rockies,1,6,3,5/24/2016,on grass,Night Game,Red Sox,0,12,8,7:10 p.m. Local,Fenway Park,Tuesday,53,8, in from Leftfield,Unknown,11,2.916666667,regular season,1,0,Win,5/24/2016,Rockies,1,3,107.7,84.8,14.1,0.305,0.406,0.353,0.385,33.3,,1,3.3,109,84.7,11.7,0.253,0.372,0.29,0.375,33.3
57048,1900,15185,Brewers,1,4,2,5/24/2016,on grass,Night Game,Braves,0,5,1,7:10 p.m. Local,Turner Field,Tuesday,83,3, out to Rightfield,Cloudy,3,3.133333333,regular season,0,1,Loss,5/24/2016,Brewers,1,4.8,114.3,81.1,16.3,0.25,0.386,0.336,0.263,47.6,,1,4.5,110.7,85.9,16.9,0.264,0.377,0.352,0.336,31.8
57084,1901,31264,Mets,0,11,7,5/23/2016,on grass,Night Game,Nationals,0,6,1,8:12 p.m. Local,Nationals Park,Monday,61,1, out to Centerfield,Unknown,8,2.55,regular season,0,1,Loss,5/23/2016,Mets,0,0,105.4,87.4,16.9,0.213,0.296,0.25,0.196,39.3,,1,4.8,100.7,78,20.4,0.164,0.305,0.215,0.167,28.6
57107,1902,25298,Angels,1,9,2,5/23/2016,on grass,Night Game,Rangers,0,7,0,7:07 p.m. Local,Globe Life Park in Arlington,Monday,80,11, from Right to Left,Cloudy,2,2.933333333,regular season,0,1,Loss,5/23/2016,Angels,0,0,109,84.7,16.9,0.203,0.253,0.241,0.238,30.8,,2,7.1,107.6,80,5.8,0.164,0.287,0.231,0.251,35.7
57116,1903,45008,Cubs,1,9,3,5/23/2016,on grass,Night Game,Cardinals,0,5,4,7:16 p.m. Local,Busch Stadium III,Monday,79,5, from Right to Left,Sunny,7,2.8,regular season,1,0,Win,5/23/2016,Cubs,2,10,109.4,87.8,21.6,0.243,0.417,0.316,0.267,35,,1,5,112.5,88.4,20.8,0.207,0.31,0.27,0.197,55
57139,1904,42099,Padres,1,2,0,5/23/2016,on grass,Night Game,Giants,0,5,1,7:14 p.m. Local,AT&T Park,Monday,59,13, out to Centerfield,Unknown,1,2.616666667,regular season,1,0,Win,5/23/2016,Padres,0,0,103.4,76,14.4,0.216,0.263,0.256,0.225,19.2,,1,3.6,109,80.2,13.7,0.238,0.353,0.307,0.343,21.4
57161,1905,16370,Athletics,0,7,5,5/23/2016,on grass,Night Game,Mariners,2,9,0,7:10 p.m. Local,Safeco Field,Monday,61,5, in from Centerfield,Unknown,5,2.666666667,regular season,0,1,Loss,5/23/2016,Athletics,0,0,109.8,80.3,11.8,0.183,0.225,0.179,0.239,22.2,,1,4.8,109.5,80.1,7.8,0.198,0.32,0.238,0.265,28.6
57212,1907,17886,Royals,1,17,10,5/23/2016,on grass,Night Game,Twins,1,12,4,7:11 p.m. Local,Target Field,Monday,74,14, from Right to Left,Overcast,14,3.483333333,regular season,0,1,Loss,5/23/2016,Royals,1,3.2,110,85.1,10.7,0.322,0.44,0.366,0.371,51.6,,1,6.3,106.2,83.4,20.5,0.168,0.247,0.211,0.183,31.3
57222,1908,17969,Rays,0,12,6,5/23/2016,on grass,Night Game,Marlins,0,14,7,7:13 p.m. Local,Marlins Park,Monday,75,0, in unknown direction,In Dome,13,3.183333333,regular season,1,0,Win,5/23/2016,Rays,1,3.2,109.1,85.6,6.2,0.366,0.505,0.4,0.416,35.5,,1,3.7,105.8,86.4,8.2,0.24,0.404,0.292,0.363,48.1
57238,1909,42519,Reds,3,2,0,5/23/2016,on grass,Night Game,Dodgers,0,5,1,7:10 p.m. Local,Dodger Stadium,Monday,64,7, out to Centerfield,Sunny,1,2.183333333,regular season,1,0,Win,5/23/2016,Reds,0,0,107.1,83.4,18.3,0.258,0.321,0.312,0.238,25,,1,3.8,111.7,81.9,22.5,0.266,0.407,0.304,0.308,15.4
57271,1910,26400,Phillies,1,12,4,5/23/2016,on grass,Night Game,Tigers,1,12,5,7:10 p.m. Local,Comerica Park,Monday,76,11, in from Rightfield,Sunny,9,3.166666667,regular season,1,0,Win,5/23/2016,Phillies,7,24.1,113.7,86.5,25.5,0.375,0.911,0.542,0.478,48.3,,1,3.4,109.7,76.9,9.1,0.236,0.306,0.295,0.285,20.7
57293,1911,18323,Indians,1,7,5,5/23/2016,on grass,Night Game,White Sox,0,6,1,8:00 p.m. Local,U.S. Cellular Field,Monday,74,10, in from Leftfield,Sunny,6,2.666666667,regular season,0,1,Loss,5/23/2016,Indians,3,10.7,111,80.7,17.8,0.311,0.523,0.413,0.405,25,,0,0,105.9,79,9.8,0.215,0.244,0.222,0.083,21.7
57313,1912,,Indians,2,7,6,5/23/2016,on grass,Day Game,White Sox,0,10,7,4:10 p.m. Local,U.S. Cellular Field,Monday,82,11, in from Leftfield,Sunny,13,3.166666667,regular season,1,0,Win,5/23/2016,Indians,3,10.7,111,80.7,17.8,0.311,0.523,0.413,0.405,25,,2,7.1,109,85,21.7,0.266,0.443,0.335,0.25,28.6
57354,1927,41507,Cubs,0,10,3,5/21/2016,on grass,Day Game,Giants,0,9,5,4:15 p.m. Local,AT&T Park,Saturday,61,14, out to Centerfield,Unknown,8,3.283333333,regular season,1,0,Win,5/21/2016,Cubs,1,3.6,108.1,80.2,20.5,0.289,0.51,0.388,0.367,25,,0,0,111.5,86.5,15.3,0.305,0.385,0.322,0.418,54.5
57391,1928,40221,Dodgers,1,4,2,5/21/2016,on grass,Night Game,Padres,0,5,3,7:12 p.m. Local,Petco Park,Saturday,62,8, from Left to Right,Cloudy,5,3.65,regular season,1,0,Win,5/21/2016,Dodgers,0,0,108.4,79.8,10.5,0.189,0.281,0.251,0.195,44.4,,3,10,110,87.7,24.3,0.285,0.506,0.379,0.405,40
57423,1929,31352,Rockies,1,6,5,5/21/2016,on grass,Night Game,Pirates,3,9,1,5:01 p.m. Local,PNC Park,Saturday,55,2, in from Leftfield,Overcast,6,3.033333333,regular season,0,1,Loss,5/21/2016,Rockies,0,0,110.4,85.7,5.4,0.248,0.315,0.293,0.3,37.9,,0,0,98.8,79.9,6.8,0.196,0.231,0.206,0.1,14.3
57452,1930,20196,Braves,0,6,2,5/21/2016,on grass,Day Game,Phillies,0,2,0,3:07 p.m. Local,Citizens Bank Park,Saturday,60,11, from Right to Left,Unknown,2,2.933333333,regular season,0,1,Loss,5/21/2016,Braves,0,0,106.5,85,11.3,0.215,0.293,0.237,0.082,28.6,,3,10.7,110.7,83.2,13.6,0.267,0.456,0.313,0.356,35.7
57466,1931,26356,Yankees,0,8,5,5/21/2016,on grass,Day Game,Athletics,1,6,1,1:07 p.m. Local,Oakland-Alameda County Coliseum,Saturday,65,16, out to Rightfield,Unknown,6,2.766666667,regular season,0,1,Loss,5/21/2016,Yankees,0,0,103.2,84.8,11.2,0.228,0.336,0.267,0.19,13.8,,2,7.7,103.8,81,19.9,0.206,0.373,0.293,0.363,26.9
57508,1932,39688,Brewers,0,7,4,5/21/2016,on grass,Day Game,Mets,0,9,5,4:11 p.m. Local,Citi Field,Saturday,63,12, in from Rightfield,Unknown,9,3.15,regular season,1,0,Win,5/21/2016,Brewers,2,8,106.8,81.1,5,0.217,0.366,0.311,0.389,24,,2,7.7,103.8,81,19.9,0.206,0.373,0.293,0.363,26.9
57551,1933,30460,Blue Jays,0,6,3,5/21/2016,on grass,Day Game,Twins,0,4,5,1:10 p.m. Local,Target Field,Saturday,74,4, from Right to Left,Cloudy,8,2.316666667,regular season,1,0,Win,5/21/2016,Blue Jays,1,4.8,108.6,84.3,28.7,0.155,0.293,0.256,0.264,33.3,,1,3.6,107.8,84.6,6,0.24,0.364,0.284,0.269,25
57567,1934,25839,Nationals,1,8,2,5/21/2016,on grass,Night Game,Marlins,0,10,3,7:15 p.m. Local,Marlins Park,Saturday,76,0, in unknown direction,In Dome,5,3.216666667,regular season,1,0,Win,5/21/2016,Nationals,1,4,106.6,84.5,6.5,0.23,0.362,0.292,0.372,48,,3,10.7,105.5,85.3,18.9,0.245,0.469,0.341,0.355,35.7
57585,1935,35040,Rangers,0,6,2,5/21/2016,on grass,Night Game,Astros,0,3,1,6:15 p.m. Local,Minute Maid Park,Saturday,73,0, in unknown direction,In Dome,3,2.683333333,regular season,0,1,Loss,5/21/2016,Rangers,1,5.3,103.9,85.2,13.2,0.207,0.358,0.271,0.172,42.1,,2,8.7,107.4,81.4,-0.8,0.17,0.302,0.238,0.172,30.4
57640,1936,32316,Rays,0,6,4,5/21/2016,on grass,Day Game,Tigers,0,8,5,4:10 p.m. Local,Comerica Park,Saturday,69,11, from Left to Right,Unknown,9,2.966666667,regular season,1,0,Win,5/21/2016,Rays,4,17.4,109.1,83.3,28.2,0.316,0.711,0.45,0.368,43.5,,1,3.7,106.9,81.3,3.1,0.178,0.27,0.234,0.239,22.2
57666,1937,38200,Mariners,0,6,4,5/21/2016,on grass,Day Game,Reds,1,4,0,4:12 p.m. Local,Great American Ball Park,Saturday,63,14, out to Rightfield,Unknown,4,2.866666667,regular season,0,1,Loss,5/21/2016,Mariners,0,0,95.5,82.8,7.7,0.17,0.224,0.219,0.169,4.3,,1,3.6,108.5,85.4,26.4,0.255,0.368,0.343,0.268,21.4
57702,1938,27631,Royals,1,8,2,5/21/2016,on grass,Day Game,White Sox,0,7,1,1:11 p.m. Local,U.S. Cellular Field,Saturday,71,12, out to Rightfield,Cloudy,3,3.083333333,regular season,0,1,Loss,5/21/2016,Royals,2,7.7,102.1,79.6,10,0.221,0.343,0.293,0.258,11.5,,0,0,105.1,82.3,16.4,0.204,0.244,0.233,0.259,14.3
57727,1939,37254,Indians,0,2,1,5/21/2016,on grass,Day Game,Red Sox,2,13,9,4:06 p.m. Local,Fenway Park,Saturday,70,15, out to Leftfield,Unknown,10,3.283333333,regular season,1,0,Win,5/21/2016,Indians,1,2.8,104.9,89,10.3,0.241,0.376,0.318,0.444,27.8,,2,9.5,103.4,82.5,26,0.274,0.451,0.353,0.302,23.8
57734,1940,40137,Orioles,0,5,3,5/21/2016,on grass,Night Game,Angels,0,9,1,7:08 p.m. Local,Angel Stadium of Anaheim,Saturday,65,11, out to Centerfield,Sunny,4,3.133333333,regular season,0,1,Loss,5/21/2016,Orioles,0,0,98.9,85.5,7,0.258,0.325,0.301,0.283,17.9,,2,8.3,111.8,87.6,16.8,0.215,0.405,0.312,0.305,50
57767,1955,29078,Rays,0,10,6,5/18/2016,on turf,Night Game,Blue Jays,1,4,3,7:08 p.m. Local,Rogers Centre,Wednesday,68,0, in unknown direction,In Dome,9,2.8,regular season,0,1,Loss,5/18/2016,Rays,5,21.7,112.2,87.1,16.5,0.284,0.628,0.407,0.275,47.8,,0,0,108.5,85.2,7.1,0.208,0.248,0.244,0.26,36.8
57800,1956,42618,Rockies,1,6,0,5/18/2016,on grass,Night Game,Cardinals,1,7,2,7:16 p.m. Local,Busch Stadium III,Wednesday,65,7, in from Leftfield,Sunny,2,2.9,regular season,1,0,Win,5/18/2016,Rockies,1,4.2,111.7,84.7,11.8,0.263,0.398,0.333,0.294,45.8,,2,8.7,112.8,87.9,8.1,0.268,0.419,0.307,0.238,47.8
57841,1957,23518,Giants,0,4,2,5/18/2016,on grass,Night Game,Padres,1,4,1,7:11 p.m. Local,Petco Park,Wednesday,62,12, out to Rightfield,Overcast,3,2.55,regular season,0,1,Loss,5/18/2016,Giants,0,0,101.1,78.1,-0.7,0.19,0.222,0.212,0.159,13,,0,0,107.7,87.9,23.4,0.143,0.218,0.2,0.275,38.9
57873,1958,18201,Braves,0,10,3,5/18/2016,on grass,Night Game,Pirates,0,6,1,7:09 p.m. Local,PNC Park,Wednesday,58,4, out to Centerfield,Unknown,4,2.633333333,regular season,0,1,Loss,5/18/2016,Braves,1,3.7,109.7,87.7,21.2,0.279,0.5,0.357,0.249,48.1,,2,6.7,106.3,83.8,14.3,0.221,0.391,0.327,0.3,23.3
57902,1959,29579,Marlins,1,6,2,5/18/2016,on grass,Day Game,Phillies,0,8,4,1:08 p.m. Local,Citizens Bank Park,Wednesday,64,9, from Right to Left,Unknown,6,2.483333333,regular season,1,0,Win,5/18/2016,Marlins,1,4,112.1,81.4,10.8,0.324,0.456,0.381,0.332,36,,1,4,103.8,82.8,15.9,0.23,0.363,0.309,0.285,16
57916,1960,14323,Rangers,0,4,1,5/18/2016,on grass,Day Game,Athletics,0,12,8,12:37 p.m. Local,Oakland-Alameda County Coliseum,Wednesday,72,10, out to Rightfield,Cloudy,9,2.516666667,regular season,1,0,Win,5/18/2016,Rangers,2,6.9,108.2,85.9,2.8,0.323,0.506,0.393,0.39,41.4,,0,0,110.8,87.1,6.7,0.155,0.222,0.226,0.177,31.6
57958,1961,30100,Nationals,0,8,7,5/18/2016,on grass,Night Game,Mets,0,6,1,7:10 p.m. Local,Citi Field,Wednesday,59,10, out to Leftfield,Unknown,8,3.7,regular season,0,1,Loss,5/18/2016,Nationals,1,4,106.9,83.4,16.9,0.268,0.429,0.31,0.219,32,,1,5,101.9,82.1,9.3,0.142,0.245,0.181,0.194,25
57979,1962,31212,Cubs,1,10,2,5/18/2016,on grass,Night Game,Brewers,1,6,1,7:10 p.m. Local,Miller Park,Wednesday,68,0, in unknown direction,In Dome,3,5,regular season,0,1,Loss,5/18/2016,Cubs,1,3.6,109.2,83.7,27,0.169,0.225,0.255,0.238,21.4,,4,13.3,108.8,82.2,12.6,0.323,0.571,0.39,0.358,43.3
58029,1963,23739,Red Sox,0,10,5,5/18/2016,on grass,Night Game,Royals,0,6,2,7:15 p.m. Local,Kauffman Stadium,Wednesday,66,6, in from Rightfield,Sunny,7,3.1,regular season,0,1,Loss,5/18/2016,Red Sox,1,4.5,111.4,82.1,14.6,0.24,0.38,0.275,0.238,22.7,,1,4.3,109.3,82.7,22.6,0.228,0.312,0.263,0.227,21.7
58059,1964,33613,Red Sox,0,9,2,5/18/2016,on grass,Day Game,Royals,0,5,3,1:16 p.m. Local,Kauffman Stadium,Wednesday,65,4, in from Rightfield,Cloudy,5,2.383333333,regular season,1,0,Win,5/18/2016,Red Sox,1,4.5,111.4,82.1,14.6,0.24,0.38,0.275,0.238,22.7,,0,0,103.7,82.1,13.4,0.177,0.26,0.218,0.177,32
58090,1965,29035,Twins,3,7,3,5/18/2016,on grass,Day Game,Tigers,0,13,6,1:10 p.m. Local,Comerica Park,Wednesday,62,10, from Left to Right,Sunny,9,2.95,regular season,1,0,Win,5/18/2016,Twins,1,3.8,107.8,86.4,18.6,0.284,0.424,0.331,0.406,34.6,,1,3.2,107.2,81.3,0.6,0.236,0.365,0.295,0.353,22.6
58116,1966,22815,Indians,0,10,8,5/18/2016,on grass,Night Game,Reds,2,10,7,7:11 p.m. Local,Great American Ball Park,Wednesday,66,6, out to Rightfield,Cloudy,15,4.35,regular season,0,1,Loss,5/18/2016,Indians,4,12.5,106.7,79.7,18.5,0.225,0.44,0.297,0.298,25,,1,4.2,114.9,82.7,15.5,0.232,0.321,0.254,0.216,41.7
58152,1967,14936,Astros,0,13,5,5/18/2016,on grass,Night Game,White Sox,0,10,3,7:11 p.m. Local,U.S. Cellular Field,Wednesday,57,11, in unknown direction,Sunny,8,2.95,regular season,0,1,Loss,5/18/2016,Astros,0,0,108,85.3,10.5,0.253,0.375,0.295,0.313,33.3,,0,0,109.5,83.4,15.5,0.179,0.234,0.214,0.149,34.8
